日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2015-06-03,优,24,8,8,23,8,22,0.63,30
2015-06-04,优,26,10,9,25,8,25,0.71,31
2015-06-05,优,29,15,11,28,7,30,0.76,33
2015-06-06,优,35,33,15,34,8,37,0.9,27
2015-06-07,优,23,6,10,22,7,19,0.69,32
2015-06-08,优,24,10,10,23,8,21,0.72,30
2015-06-09,优,26,9,10,25,8,21,0.71,31
2015-06-10,优,29,10,10,28,7,24,0.75,32
2015-06-11,优,31,23,12,30,6,22,0.75,35
2015-06-12,优,31,17,12,30,8,31,0.79,28
2015-06-13,优,24,12,10,23,7,21,0.75,27
2015-06-14,优,25,14,9,24,7,23,0.77,30
2015-06-15,优,24,13,9,23,9,26,0.77,37
2015-06-16,优,29,24,10,28,10,28,0.79,33
2015-06-17,优,24,13,10,22,8,23,0.78,35
2015-06-18,优,25,12,10,24,8,28,0.76,36
2015-06-19,优,22,8,9,21,9,25,0.71,38
2015-06-20,优,23,7,9,22,9,28,0.76,29
2015-06-21,优,23,8,9,21,6,17,0.75,42
2015-06-22,优,21,5,6,18,5,20,0.73,39
2015-06-23,优,24,13,6,19,5,25,0.79,43
2015-06-24,优,26,17,10,25,6,29,0.81,32
2015-06-25,优,30,42,13,29,6,33,0.8,29
2015-06-26,优,29,26,12,28,6,26,0.73,37
2015-06-27,优,30,43,13,29,7,21,0.69,43
2015-06-28,优,30,33,13,29,7,21,0.68,40
2015-06-29,优,28,22,11,27,7,22,0.7,43
2015-06-30,优,32,37,15,31,7,23,0.7,52
2015-07-01,优,34,41,16,33,7,21,0.7,56
2015-07-02,优,36,55,15,34,7,21,0.67,54
2015-07-03,优,39,68,16,38,7,24,0.68,58
2015-07-04,优,36,47,16,35,8,26,0.69,52
2015-07-05,优,36,53,18,35,8,28,0.73,50
2015-07-06,优,50,143,28,46,7,22,0.91,78
2015-07-07,优,43,68,25,41,7,16,0.86,75
2015-07-08,优,44,60,26,42,8,15,0.85,78
2015-07-09,优,39,48,23,35,7,22,0.92,58
2015-07-10,优,33,35,16,30,6,25,0.82,43
2015-07-11,良,53,162,32,55,10,36,0.9,71
2015-07-12,良,65,197,42,64,12,33,0.98,99
2015-07-13,良,56,90,37,55,12,38,0.92,74
2015-07-14,优,33,18,16,27,9,30,0.81,57
2015-07-15,优,32,24,16,29,8,27,0.85,52
2015-07-16,优,33,14,17,31,9,34,0.87,56
2015-07-17,优,32,20,20,30,8,41,0.93,49
2015-07-18,优,34,24,18,31,6,24,0.85,53
2015-07-19,优,46,83,26,46,6,20,0.87,63
2015-07-20,优,30,22,15,28,6,28,0.88,38
2015-07-21,优,23,17,8,14,6,33,0.88,37
2015-07-22,优,26,23,10,25,6,31,0.88,27
2015-07-23,优,27,25,11,26,6,32,0.86,24
2015-07-24,优,28,33,12,27,5,29,0.83,29
2015-07-25,优,29,24,12,28,6,25,0.77,33
2015-07-26,优,29,24,12,28,6,21,0.77,39
2015-07-27,优,32,30,14,31,6,24,0.77,39
2015-07-28,优,29,33,13,28,7,25,0.76,35
2015-07-29,优,27,35,13,25,7,28,0.82,25
2015-07-30,优,26,31,14,24,6,28,0.84,24
2015-07-31,优,27,29,11,25,7,27,0.82,34
2015-08-01,优,26,27,11,25,7,26,0.73,32
2015-08-02,优,23,19,8,22,7,22,0.69,31
2015-08-03,优,28,32,12,27,8,28,0.74,37
2015-08-04,优,36,67,17,35,9,38,0.81,37
2015-08-05,优,39,57,20,38,11,42,0.82,44
2015-08-06,优,41,74,21,41,11,40,0.82,51
2015-08-07,良,70,277,38,69,12,43,0.93,82
2015-08-08,良,68,282,48,78,10,35,0.95,77
2015-08-09,良,68,299,39,69,13,37,0.93,84
2015-08-10,优,34,99,18,30,7,28,0.85,60
2015-08-11,优,31,44,16,30,7,34,0.87,46
2015-08-12,优,31,21,15,29,10,32,0.82,38
2015-08-13,优,21,4,10,20,7,29,0.79,30
2015-08-14,优,26,9,12,24,7,36,0.87,29
2015-08-15,优,28,21,14,27,6,43,0.92,20
2015-08-16,优,38,66,18,37,10,36,0.94,22
2015-08-17,优,34,54,16,33,8,27,0.82,33
2015-08-18,优,32,40,14,31,9,28,0.75,34
2015-08-19,优,33,36,15,32,10,32,0.74,40
2015-08-20,优,46,127,28,47,8,47,0.89,40
2015-08-21,良,63,229,43,66,9,48,1.01,52
2015-08-22,良,56,143,38,58,9,30,0.91,65
2015-08-23,良,60,179,39,61,11,32,0.94,73
2015-08-24,良,73,270,45,75,12,35,0.98,94
2015-08-25,良,75,277,47,77,10,35,0.93,106
2015-08-26,良,63,177,40,60,8,27,0.87,87
2015-08-27,优,43,67,26,40,7,28,0.78,68
2015-08-28,优,32,36,14,30,6,36,0.71,44
2015-08-29,优,32,42,16,30,7,40,0.78,31
2015-08-30,优,28,31,14,27,6,35,0.75,30
2015-08-31,优,25,17,13,24,7,33,0.74,30
2015-09-01,优,25,21,13,24,6,29,0.67,31
2015-09-02,优,22,13,11,20,6,27,0.71,27
2015-09-03,优,26,28,13,25,6,24,0.74,23
2015-09-04,优,29,30,14,28,7,25,0.69,26
2015-09-05,优,34,52,19,33,8,31,0.62,32
2015-09-06,优,36,68,20,35,8,31,0.64,47
2015-09-07,优,38,51,24,38,6,39,0.73,34
2015-09-08,良,53,148,29,48,5,25,0.73,92
2015-09-09,良,52,160,19,33,5,21,0.63,100
2015-09-10,优,47,147,22,39,5,24,0.67,93
2015-09-11,良,51,191,28,44,5,23,0.74,93
2015-09-12,良,63,261,37,58,8,26,0.74,108
2015-09-13,良,78,330,53,78,7,22,0.82,107
2015-09-14,良,67,226,41,60,6,22,0.85,98
2015-09-15,良,55,142,32,54,7,24,0.73,88
2015-09-16,优,43,48,25,42,5,24,0.64,67
2015-09-17,优,42,51,24,39,5,24,0.64,74
2015-09-18,良,58,129,35,51,6,28,0.75,104
2015-09-19,良,57,170,39,55,10,38,0.81,58
2015-09-20,优,48,116,32,45,7,36,0.73,66
2015-09-21,优,44,98,29,39,5,41,0.85,49
2015-09-22,优,39,76,24,36,5,31,0.82,44
2015-09-23,优,29,29,16,28,6,30,0.69,41
2015-09-24,优,33,48,17,32,9,39,0.73,40
2015-09-25,优,37,68,21,36,9,39,0.79,46
2015-09-26,良,56,183,37,57,8,45,0.91,67
2015-09-27,良,52,137,32,47,7,22,0.96,82
2015-09-28,良,64,250,43,60,10,25,0.86,92
2015-09-29,良,79,314,46,72,13,37,0.83,114
2015-09-30,良,76,295,54,79,12,34,0.87,106
2015-10-01,良,58,198,40,56,6,33,0.86,72
2015-10-02,优,43,64,27,41,5,21,0.79,67
2015-10-03,优,39,44,23,36,4,20,0.82,53
2015-10-04,优,26,13,7,17,4,15,0.73,47
2015-10-05,优,21,7,9,19,4,19,0.66,35
2015-10-06,优,28,16,15,27,4,25,0.68,41
2015-10-07,优,30,26,18,29,7,31,0.78,34
2015-10-08,良,60,259,34,52,11,37,0.99,70
2015-10-09,优,48,115,27,42,8,22,0.88,80
2015-10-10,优,41,121,25,40,6,24,0.71,54
2015-10-11,优,39,86,16,29,5,23,0.57,71
2015-10-12,良,51,104,30,55,7,37,0.69,67
2015-10-13,良,82,199,52,87,10,39,0.84,117
2015-10-14,轻度污染,103,222,65,100,9,37,0.87,137
2015-10-15,良,94,190,61,92,10,36,0.82,130
2015-10-16,良,99,197,66,96,10,50,0.89,102
2015-10-17,良,86,161,54,81,9,38,0.78,108
2015-10-18,良,82,214,56,87,10,44,0.8,99
2015-10-19,良,88,219,63,95,13,48,0.85,91
2015-10-20,良,81,165,57,89,13,47,0.81,89
2015-10-21,良,70,138,45,71,10,44,0.77,86
2015-10-22,良,57,93,33,55,9,44,0.7,76
2015-10-23,良,64,99,40,65,9,41,0.71,87
2015-10-24,良,66,118,42,64,9,29,0.66,96
2015-10-25,优,45,60,26,43,6,18,0.55,80
2015-10-26,优,49,86,29,48,6,22,0.57,79
2015-10-27,良,56,171,37,59,9,37,0.64,75
2015-10-28,良,71,208,50,77,10,49,0.8,58
2015-10-29,优,50,133,33,49,4,19,0.71,88
2015-10-30,良,52,145,34,51,5,28,0.73,74
2015-10-31,优,46,140,27,44,5,23,0.74,81
2015-11-01,优,32,47,17,29,6,23,0.91,53
2015-11-02,优,45,64,27,48,8,35,0.75,65
2015-11-03,良,62,86,42,68,9,36,0.82,79
2015-11-04,良,85,177,62,92,9,44,0.97,90
2015-11-05,良,56,103,37,56,7,35,0.81,72
2015-11-06,优,35,64,17,29,5,22,0.63,60
2015-11-07,优,30,30,15,29,6,25,0.64,50
2015-11-08,优,30,19,13,29,6,23,0.61,43
2015-11-09,优,43,73,23,44,7,32,0.74,49
2015-11-10,良,53,100,31,56,5,31,1.11,50
2015-11-11,良,56,124,35,55,5,22,0.98,92
2015-11-12,优,44,103,24,41,4,21,0.72,79
2015-11-13,优,41,88,25,41,4,30,0.83,53
2015-11-14,优,45,79,28,47,6,39,0.88,56
2015-11-15,优,38,31,21,34,5,21,0.7,67
2015-11-16,优,37,51,16,34,5,23,0.74,63
2015-11-17,优,33,54,16,31,5,28,0.7,44
2015-11-18,优,43,98,21,42,8,44,0.71,33
2015-11-19,优,49,113,27,51,5,36,0.78,39
2015-11-20,良,54,111,35,56,5,24,0.81,79
2015-11-21,良,59,177,41,62,7,25,0.88,88
2015-11-22,良,61,273,40,60,8,27,0.92,84
2015-11-23,优,50,205,32,50,7,25,0.93,75
2015-11-24,优,49,225,28,47,5,26,0.88,78
2015-11-25,优,50,164,29,52,7,33,1.03,51
2015-11-26,优,36,54,15,35,6,23,0.78,62
2015-11-27,优,43,54,22,43,7,27,0.66,74
2015-11-28,良,66,127,45,78,9,45,0.82,75
2015-11-29,良,93,190,69,106,10,57,1.06,80
2015-11-30,良,92,203,68,98,12,43,1.09,86
2015-12-01,良,62,106,43,64,6,34,0.9,74
2015-12-02,优,48,74,29,48,6,27,0.78,81
2015-12-03,优,31,37,17,29,4,28,0.96,33
2015-12-04,优,27,18,15,26,3,25,0.97,31
2015-12-05,优,44,106,25,45,6,29,0.86,38
2015-12-06,优,22,21,10,17,5,22,0.73,44
2015-12-07,优,34,31,19,33,6,32,0.74,38
2015-12-08,优,46,64,28,49,6,41,0.84,29
2015-12-09,优,28,29,17,24,3,39,0.94,26
2015-12-10,优,41,60,28,36,4,43,0.9,37
2015-12-11,优,29,16,16,28,5,30,0.84,44
2015-12-12,优,49,81,28,49,5,29,0.84,65
2015-12-13,良,51,100,35,50,5,25,0.85,76
2015-12-14,优,40,55,25,40,6,38,1.14,43
2015-12-15,优,44,96,27,44,8,27,0.96,47
2015-12-16,良,81,316,57,81,17,20,0.98,77
2015-12-17,优,45,66,20,43,13,23,0.61,75
2015-12-18,良,56,96,32,60,12,39,0.75,70
2015-12-19,良,68,133,47,78,11,54,0.92,65
2015-12-20,良,84,134,61,89,7,66,1.09,37
2015-12-21,良,51,38,34,48,6,47,0.97,45
2015-12-22,优,48,29,30,48,6,42,0.87,41
2015-12-23,良,55,62,37,59,6,50,1.06,36
2015-12-24,优,47,60,28,48,9,48,0.93,32
2015-12-25,优,30,26,18,29,6,31,1.34,44
2015-12-26,优,45,54,29,47,7,37,1.32,39
2015-12-27,优,49,95,33,48,7,41,1.41,27
2015-12-28,优,36,21,21,35,5,32,1.1,46
2015-12-29,良,59,77,40,62,7,37,1.08,52
2015-12-30,良,67,98,47,63,6,34,1.16,42
2015-12-31,良,67,89,47,65,6,34,1.08,47
2016-01-01,良,77,90,56,82,9,42,1.09,70
2016-01-02,良,97,119,72,104,11,66,1.29,45
2016-01-03,良,71,75,51,65,5,59,1.19,33
2016-01-04,优,29,4,18,27,6,38,0.92,36
2016-01-05,优,33,17,19,31,5,39,0.88,33
2016-01-06,优,37,42,21,34,5,31,0.91,51
2016-01-07,优,42,61,26,41,5,30,1.1,67
2016-01-08,良,51,87,34,52,6,37,1.05,63
2016-01-09,良,51,70,34,52,6,31,1.06,63
2016-01-10,良,63,117,44,63,7,30,1.06,69
2016-01-11,优,28,31,12,19,4,29,0.98,51
2016-01-12,优,33,36,20,32,5,31,1.17,34
2016-01-13,优,45,59,29,45,6,31,1.13,56
2016-01-14,良,63,101,43,64,6,50,1.14,35
2016-01-15,优,40,46,27,32,3,41,1.17,31
2016-01-16,优,42,42,29,36,5,35,1.04,43
2016-01-17,优,36,36,25,31,4,36,1.14,37
2016-01-18,优,36,19,21,34,5,32,1.12,54
2016-01-19,良,53,62,36,55,6,36,0.98,48
2016-01-20,良,72,150,52,69,5,34,1.04,63
2016-01-21,优,31,37,20,28,3,34,1.09,34
2016-01-22,优,20,14,12,19,4,29,1.19,24
2016-01-23,优,32,39,17,25,5,21,0.81,54
2016-01-24,优,49,117,30,43,8,19,0.71,80
2016-01-25,优,50,70,22,50,9,30,0.61,83
2016-01-26,良,58,101,32,64,8,57,0.67,45
2016-01-27,优,37,34,23,33,5,49,0.81,37
2016-01-28,优,36,38,20,28,6,53,0.92,27
2016-01-29,优,24,8,11,16,6,44,0.71,30
2016-01-30,优,32,19,21,30,6,36,0.74,36
2016-01-31,优,35,34,19,30,6,27,0.67,59
2016-02-01,优,20,23,6,9,4,24,0.93,35
2016-02-02,优,24,14,14,18,4,24,1.05,45
2016-02-03,良,51,43,35,40,6,29,1.09,44
2016-02-04,良,60,102,42,50,7,37,1.06,47
2016-02-05,优,43,62,26,33,5,18,0.79,68
2016-02-06,良,61,147,38,53,11,11,0.58,110
2016-02-07,良,56,48,22,39,10,15,0.47,97
2016-02-08,良,73,41,52,67,17,31,0.62,72
2016-02-09,良,59,65,39,56,10,33,0.65,79
2016-02-10,优,44,25,24,42,8,26,0.64,81
2016-02-11,良,61,147,32,70,8,27,0.74,63
2016-02-12,优,36,17,22,35,5,22,0.73,51
2016-02-13,优,27,13,17,26,8,25,0.68,36
2016-02-14,优,33,69,18,27,7,21,0.93,51
2016-02-15,优,35,70,19,27,5,14,0.77,64
2016-02-16,优,43,108,30,37,6,21,0.67,58
2016-02-17,优,49,73,34,47,6,29,0.74,54
2016-02-18,良,53,57,37,42,6,40,0.9,35
2016-02-19,优,34,7,22,26,5,40,0.93,36
2016-02-20,良,53,92,36,47,8,29,0.83,80
2016-02-21,良,77,133,51,91,11,32,0.88,79
2016-02-22,良,90,228,55,126,8,41,0.94,59
2016-02-23,优,29,26,15,29,5,27,0.94,36
2016-02-24,优,24,15,11,20,5,23,0.93,42
2016-02-25,优,42,39,26,42,6,30,0.87,39
2016-02-26,良,51,91,35,52,5,37,0.87,35
2016-02-27,优,46,63,31,44,7,35,0.92,51
2016-02-28,优,42,29,27,43,9,45,0.88,59
2016-02-29,良,59,121,36,64,10,46,0.87,70
2016-03-01,良,91,230,66,110,9,28,0.84,112
2016-03-02,良,66,70,40,68,10,29,0.72,112
2016-03-03,良,57,46,36,60,10,52,0.76,62
2016-03-04,良,54,42,33,57,10,53,0.77,52
2016-03-05,良,51,39,30,52,16,52,0.78,45
2016-03-06,良,56,46,35,63,16,63,0.9,32
2016-03-07,优,48,48,31,48,10,43,0.73,45
2016-03-08,优,39,35,26,37,7,35,0.69,52
2016-03-09,优,35,67,23,34,6,45,0.74,29
2016-03-10,优,22,20,5,9,4,22,0.74,42
2016-03-11,优,32,12,18,28,5,27,0.77,46
2016-03-12,优,50,42,35,50,7,39,0.85,41
2016-03-13,优,43,51,29,38,6,45,1.08,39
2016-03-14,优,34,13,21,31,6,30,0.92,41
2016-03-15,优,50,27,33,49,9,40,0.9,51
2016-03-16,良,52,51,36,51,6,43,0.85,55
2016-03-17,优,31,6,20,29,5,39,0.94,45
2016-03-18,良,56,57,37,60,7,52,1.08,30
2016-03-19,优,49,42,31,49,9,43,0.99,25
2016-03-20,良,51,46,34,50,7,22,0.85,76
2016-03-21,优,43,53,24,31,6,30,0.86,80
2016-03-22,优,42,68,18,26,5,26,0.83,78
2016-03-23,优,37,54,21,30,8,51,1.02,43
2016-03-24,优,26,10,16,23,5,29,0.96,45
2016-03-25,优,48,67,32,47,8,36,0.79,70
2016-03-26,良,66,143,42,66,12,53,0.86,77
2016-03-27,良,63,106,37,58,11,41,0.72,93
2016-03-28,良,80,190,48,72,13,39,0.76,113
2016-03-29,良,64,76,43,72,10,52,0.7,91
2016-03-30,良,83,191,60,100,10,60,0.85,76
2016-03-31,轻度污染,120,295,90,131,18,90,1.09,71
2016-04-01,良,73,118,53,70,18,67,0.85,45
2016-04-02,良,66,122,46,64,9,32,0.75,73
2016-04-03,优,49,100,34,49,11,34,0.71,49
2016-04-04,优,36,22,24,34,11,33,0.61,39
2016-04-05,优,32,11,19,31,8,34,0.65,38
2016-04-06,优,27,10,17,25,7,23,0.56,47
2016-04-07,优,34,32,21,33,9,31,0.59,39
2016-04-08,优,38,38,23,37,9,31,0.57,37
2016-04-09,优,35,34,22,34,9,30,0.51,36
2016-04-10,优,33,22,19,29,10,38,0.59,54
2016-04-11,优,32,12,16,26,7,32,0.67,56
2016-04-12,优,35,16,12,22,6,29,0.61,66
2016-04-13,优,40,25,23,37,6,59,0.97,38
2016-04-14,优,38,19,23,37,8,50,1.02,27
2016-04-15,优,33,6,17,27,7,28,0.72,60
2016-04-16,优,46,80,28,46,9,24,0.67,47
2016-04-17,优,36,15,23,35,9,23,0.63,32
2016-04-18,优,36,15,15,26,7,28,0.88,72
2016-04-19,良,52,63,13,27,6,20,0.82,105
2016-04-20,良,53,152,22,43,7,27,0.74,88
2016-04-21,优,47,67,29,49,10,43,0.82,42
2016-04-22,优,39,27,24,37,10,52,0.83,38
2016-04-23,优,36,27,18,35,11,46,0.81,34
2016-04-24,优,40,54,21,37,10,45,0.84,43
2016-04-25,优,34,22,19,33,12,38,0.81,36
2016-04-26,优,29,11,17,28,8,25,0.68,35
2016-04-27,良,52,115,34,51,9,44,0.88,74
2016-04-28,良,51,56,31,50,9,37,1.02,70
2016-04-29,良,61,78,34,53,8,21,0.96,114
2016-04-30,良,77,174,46,74,8,22,0.96,128
2016-05-01,优,49,47,29,43,6,23,1.04,86
2016-05-02,优,45,42,28,44,7,24,0.94,51
2016-05-03,优,34,11,22,33,8,33,0.87,37
2016-05-04,优,35,14,21,33,8,42,0.9,40
2016-05-05,优,30,7,19,29,7,21,0.72,30
2016-05-06,优,32,13,21,31,7,21,0.7,36
2016-05-07,优,30,13,18,28,7,26,0.76,37
2016-05-08,优,25,6,15,24,8,22,0.7,40
2016-05-09,优,25,7,15,24,8,22,0.68,41
2016-05-10,优,30,12,15,28,7,36,0.82,43
2016-05-11,良,52,51,22,36,7,21,1.03,103
2016-05-12,良,70,134,35,52,8,21,0.96,120
2016-05-13,优,50,79,30,46,9,23,0.8,94
2016-05-14,优,41,32,23,35,6,17,0.78,78
2016-05-15,优,36,20,21,33,8,22,0.78,64
2016-05-16,优,48,68,20,41,8,20,0.9,91
2016-05-17,优,48,33,22,43,7,19,0.93,94
2016-05-18,良,68,113,25,47,8,19,0.84,122
2016-05-19,良,56,64,26,47,9,21,0.83,99
2016-05-20,优,40,50,24,37,6,27,0.81,70
2016-05-21,优,34,47,15,23,7,31,0.86,65
2016-05-22,优,37,60,17,29,7,20,0.93,73
2016-05-23,优,49,124,29,47,10,26,0.98,89
2016-05-24,良,85,297,46,67,15,37,0.99,126
2016-05-25,优,48,85,26,36,7,19,0.71,83
2016-05-26,优,36,65,19,29,7,17,0.62,67
2016-05-27,优,27,15,8,18,6,17,0.57,51
2016-05-28,优,28,20,11,25,6,27,0.66,49
2016-05-29,优,34,34,16,33,9,29,0.75,35
2016-05-30,优,31,17,15,29,8,24,0.6,39
2016-05-31,优,26,10,12,25,8,21,0.53,41
2016-06-01,优,28,10,14,27,7,21,0.54,43
2016-06-02,优,33,30,15,30,8,21,0.57,55
2016-06-03,优,33,34,16,32,7,21,0.56,56
2016-06-04,优,36,36,17,34,7,30,0.63,54
2016-06-05,优,30,11,13,26,6,37,0.81,52
2016-06-06,优,26,3,11,20,7,46,0.84,43
2016-06-07,优,34,22,16,27,9,38,0.79,58
2016-06-08,优,28,9,13,23,7,36,0.75,48
2016-06-09,优,28,15,11,20,6,24,0.77,51
2016-06-10,优,26,17,10,19,7,24,0.74,49
2016-06-11,优,21,4,8,16,6,36,0.75,33
2016-06-12,优,23,12,11,20,7,35,0.77,36
2016-06-13,优,34,46,18,33,8,32,0.78,42
2016-06-14,优,33,35,16,31,7,24,0.67,50
2016-06-15,优,32,28,14,31,7,22,0.63,48
2016-06-16,优,32,31,15,31,7,34,0.68,46
2016-06-17,优,34,37,17,32,9,38,0.68,36
2016-06-18,优,22,9,9,21,8,23,0.55,33
2016-06-19,优,20,10,8,17,7,17,0.52,37
2016-06-20,优,24,22,10,23,8,19,0.5,35
2016-06-21,优,24,20,10,21,8,22,0.49,37
2016-06-22,优,24,18,11,22,9,28,0.51,41
2016-06-23,优,25,20,11,22,10,28,0.52,44
2016-06-24,优,27,30,11,23,10,26,0.5,45
2016-06-25,优,26,21,11,21,9,22,0.5,49
2016-06-26,优,27,20,10,20,7,16,0.5,54
2016-06-27,优,25,18,12,20,7,16,0.52,49
2016-06-28,优,23,9,7,16,6,18,0.55,40
2016-06-29,优,23,18,7,16,6,19,0.6,43
2016-06-30,优,23,12,7,17,7,18,0.58,45
2016-07-01,优,20,8,7,15,7,17,0.55,39
2016-07-02,优,21,8,10,20,7,19,0.58,38
2016-07-03,优,21,14,8,18,7,20,0.63,36
2016-07-04,优,21,16,8,15,7,17,0.6,41
2016-07-05,优,22,16,6,14,6,17,0.6,45
2016-07-06,优,23,18,9,21,6,27,0.72,42
2016-07-07,优,47,172,22,40,9,30,0.74,74
2016-07-08,良,68,291,38,60,11,38,0.81,96
2016-07-09,轻度污染,106,353,58,88,14,44,1.0,123
2016-07-10,优,48,153,19,28,7,29,0.73,80
2016-07-11,优,28,17,16,25,7,36,0.79,43
2016-07-12,优,26,16,14,25,7,40,0.76,37
2016-07-13,优,24,13,12,21,7,31,0.7,43
2016-07-14,优,30,46,14,29,8,33,0.71,31
2016-07-15,优,37,92,18,36,8,25,0.69,36
2016-07-16,优,33,46,16,32,7,19,0.61,41
2016-07-17,优,31,45,16,30,7,19,0.55,45
2016-07-18,优,26,29,13,25,7,17,0.53,38
2016-07-19,优,22,9,10,21,7,18,0.57,32
2016-07-20,优,20,5,8,19,7,18,0.58,31
2016-07-21,优,21,9,9,19,9,21,0.59,35
2016-07-22,优,28,35,13,23,8,26,0.6,48
2016-07-23,优,30,49,14,25,8,26,0.59,52
2016-07-24,优,35,51,14,26,10,28,0.64,59
2016-07-25,优,30,29,14,26,11,28,0.63,48
2016-07-26,优,26,16,12,22,6,15,0.57,50
2016-07-27,优,23,6,8,18,7,18,0.59,46
2016-07-28,优,26,15,11,22,8,24,0.62,44
2016-07-29,良,55,142,18,35,10,28,0.69,93
2016-07-30,良,58,153,30,52,10,43,0.81,73
2016-07-31,良,69,284,38,59,8,35,0.89,92
2016-08-01,良,70,299,42,62,9,27,0.87,90
2016-08-02,优,33,57,10,21,5,11,0.71,67
2016-08-03,优,27,34,11,20,7,23,0.77,46
2016-08-04,优,22,11,11,20,7,23,0.75,34
2016-08-05,优,32,61,15,29,9,30,0.79,42
2016-08-06,良,55,217,24,43,11,39,0.85,78
2016-08-07,优,50,232,28,47,11,40,0.92,66
2016-08-08,优,50,226,30,44,10,38,0.85,69
2016-08-09,良,55,234,37,56,7,54,0.9,56
2016-08-10,优,39,108,24,38,6,49,0.87,49
2016-08-11,优,35,53,19,32,8,37,0.77,58
2016-08-12,优,39,99,25,37,8,51,0.82,49
2016-08-13,优,35,78,17,28,6,27,0.7,61
2016-08-14,优,27,24,10,17,5,21,0.62,51
2016-08-15,优,24,16,9,17,4,25,0.68,46
2016-08-16,优,21,7,10,18,4,27,0.73,40
2016-08-17,优,25,26,8,15,5,21,0.66,48
2016-08-18,优,29,35,8,18,4,17,0.66,56
2016-08-19,优,32,38,13,29,5,20,0.63,48
2016-08-20,优,50,165,27,50,7,33,0.74,62
2016-08-21,优,44,91,20,34,7,36,0.77,79
2016-08-22,优,36,27,20,32,7,25,0.7,59
2016-08-23,良,59,158,25,43,8,32,0.66,81
2016-08-24,优,46,54,26,44,8,32,0.7,70
2016-08-25,良,55,173,33,51,8,29,0.71,80
2016-08-26,良,55,277,30,46,9,37,0.75,73
2016-08-27,良,63,288,28,47,6,35,0.91,102
2016-08-28,良,52,147,31,45,5,22,0.94,80
2016-08-29,良,58,155,40,58,7,25,0.91,92
2016-08-30,良,81,296,41,60,8,34,0.84,120
2016-08-31,良,70,198,42,59,12,42,0.87,92
2016-09-01,优,27,47,16,25,6,29,0.63,45
2016-09-02,优,25,13,12,23,6,33,0.64,33
2016-09-03,优,38,36,23,37,6,38,0.83,47
2016-09-04,优,44,57,27,38,5,20,0.8,87
2016-09-05,优,42,63,27,39,5,27,0.81,61
2016-09-06,优,27,8,15,24,5,32,0.74,42
2016-09-07,优,26,13,13,23,7,35,0.7,37
2016-09-08,优,25,11,14,24,7,38,0.72,29
2016-09-09,优,26,22,13,25,6,38,0.76,29
2016-09-10,优,24,20,11,23,7,34,0.77,22
2016-09-11,优,28,42,15,27,6,27,0.77,34
2016-09-12,优,42,85,17,30,6,25,0.75,68
2016-09-13,优,33,23,17,29,6,32,0.74,59
2016-09-14,良,55,144,31,49,7,34,0.83,73
2016-09-15,优,44,130,25,37,8,21,0.75,69
2016-09-16,优,32,76,14,23,7,18,0.71,62
2016-09-17,优,43,131,22,37,8,24,0.73,65
2016-09-18,优,37,80,21,36,8,19,0.71,56
2016-09-19,良,53,203,29,45,6,23,0.73,80
2016-09-20,良,61,219,41,59,5,24,0.83,90
2016-09-21,良,70,226,38,57,6,23,0.81,120
2016-09-22,良,63,158,27,46,6,22,0.72,114
2016-09-23,良,56,106,25,43,6,20,0.71,101
2016-09-24,优,48,56,23,40,5,19,0.69,93
2016-09-25,良,69,201,36,54,8,24,0.81,121
2016-09-26,良,88,286,56,78,11,32,0.88,128
2016-09-27,良,86,307,61,85,9,41,0.96,81
2016-09-28,良,80,347,54,80,9,32,1.0,94
2016-09-29,优,41,136,22,40,7,31,1.02,56
2016-09-30,良,54,178,35,60,7,48,1.11,42
2016-10-01,优,41,76,25,43,5,34,0.97,31
2016-10-02,优,35,54,20,33,5,27,0.74,39
2016-10-03,优,26,10,12,22,4,21,0.58,45
2016-10-04,优,33,13,17,30,5,21,0.64,53
2016-10-05,优,48,97,30,45,6,25,0.78,64
2016-10-06,优,44,84,26,38,4,22,0.79,71
2016-10-07,优,39,70,23,37,5,23,0.72,54
2016-10-08,优,39,114,24,37,7,23,0.77,55
2016-10-09,优,41,108,26,39,6,19,0.8,70
2016-10-10,良,52,160,32,46,7,21,0.75,78
2016-10-11,优,34,51,21,32,5,23,0.69,60
2016-10-12,优,34,41,22,33,4,24,0.7,46
2016-10-13,优,35,42,18,30,4,25,0.73,61
2016-10-14,优,45,79,24,40,5,24,0.75,73
2016-10-15,良,53,144,35,54,5,28,0.76,63
2016-10-16,良,55,126,37,55,6,26,0.77,64
2016-10-17,良,51,98,34,51,6,26,0.75,53
2016-10-18,优,20,2,11,18,3,18,0.63,35
2016-10-19,优,21,9,9,17,3,25,0.68,37
2016-10-20,优,46,133,26,41,5,31,0.87,62
2016-10-21,优,33,90,19,32,6,21,0.76,41
2016-10-22,优,38,137,25,36,6,28,0.99,58
2016-10-23,优,41,171,27,40,7,35,0.89,33
2016-10-24,优,28,30,18,27,6,26,0.73,28
2016-10-25,优,28,31,17,27,5,24,0.66,47
2016-10-26,优,37,93,22,34,6,29,0.66,50
2016-10-27,优,32,57,18,31,6,33,0.69,39
2016-10-28,优,39,128,21,37,6,39,0.74,53
2016-10-29,良,54,238,35,56,6,34,0.94,46
2016-10-30,优,46,135,29,46,6,25,0.94,58
